id	pronunciation	character	tone	rhymeCategory	meanings
14430	삽	霎	入	吸	가랑비;빗소리;잠시
14431	삽	霎	入	合	비가 오다
14432	예	霓	平	齊	무지개;가;가장자리
14433	역	霓	入	錫	무지개;가;가장자리
14434	음	霒	平	侵	흐리다;구름이 해를 가리다;응달
14435	점	霑	平	鹽	젖다;비나 물에 젖다;적시다;두루 미치다;잠기다
14436	주	霔	去	遇	장마;때 맞추어 오는 비
14437	처	霋	平	齊	개다;비가 개다;구름이 가는 모양
14438	상	霜	共	陽/漾	서리;해;세월;머리털이 희게 셈의 비유;날카로움의 비유;차가움의 비유;법의 엄함의 비유;깨끗한 절개의 비유;멸망하다;흰 가루;과실의 겉에 생기는 흰 가루
14439	영	霙	平	庚	진눈깨비;눈;눈꽃;싸라기눈
14440	앙	霙	平	陽	흰 구름
14441	와	䨟	平	麻	괸 물;마소의 발자국에 괸 물
14442	음	䨧	平	侵	흐리다;흐림
14443	하	霞	平	麻	놀;이내;멀다;아득하다;새우;무지개;햇무리;요염하다;짙은 화장;의복이 붉음의 비유
14444	류	霤	去	宥	낙숫물;물이 흐르다;처마;낙수받이;물방울
14445	맥	霢	入	陌	가랑비;땀이 흐르는 모양
14446	멱	霢	入	錫	가랑비;땀이 흐르는 모양
14447	운	霣	上	軫	떨어지다;구름이 비를 몰아오다;스러지다;구름이 뭉게뭉게 일다;비
14448	곤	霣	平	元	우레;천둥
14449	무	霧	去	遇	안개;어둡다;가벼고 잚의 비유;흩어짐의 비유;모임의 비유;젖음의 비유
14450	빈	霦	平	眞	옥의 광채;옥의 빛나는 빛깔
14451	습	霫	入	緝	비가 오다;비가 오는 모양;큰비;나라 이름
14452	위	霨	去	未	구름이 일어나는 모양
14453	음	霪	平	侵	장마
14454	확	霩	入	藥	개다;날이 개다;탁 트여 시원한 모양
14455	담	霮	上	感	구름이 많이 낀 모양;이슬이나 비가 많은 모양
14456	로	露	去	遇	이슬;적시다;젖다;은혜를 베풀다;드러나다;드러내다;고달프게 하다;화초를 쪄서 얻은 진액;향기가 진하고 좋은 술;향수;허무함의 비유;보잘것없음의 비유;허물어지다;부서지다;러시아
14457	륭	霳	平	東	뇌신(雷神);뇌사(雷師);뇌공(雷公);높다
14458	산	霰	去	霰	싸라기눈;말린 떡을 잘게 썬 것
14459	벽	霹	入	錫	벼락;천둥;뇌신;벼락이 떨어지다;낙뢰하다
14460	양	霷	平	陽	시월달
14461	패	霸	去	禡	으뜸;우두머리;성(姓)
14462	백	霸	入	陌	달의 넋;달이 비로소 빛을 얻는 일
14463	대	䨴	去	隊	구름이 검은 모양
14464	매	霾	平	佳	흙비가 오다
14465	몽	霿	去	送	안개가 자욱하다
14466	무	霿	去	宥	인색하다;어둡다;어리석다
14467	무	霿	去	遇	안개
14468	제	霽	上	薺/霽	개다;비나 눈이 그치다;안개나 구름이 사라지다;마음이 개운해지다;기분이 좋아지다;쾌창한 모양;날씨가 온화하다
14469	희	霼	上	尾	구름이 끼다;똑똑하지 않다;흐릿하다
14470	뢰	靁	平	灰	우레;천둥;한탄하는 소리;거북의 한 가지;성(姓)
14471	류	靁	去	宥	거북 이름
14472	력	靂	平	靑	벼락;천둥
14473	령	靈	平	靑	신령;신령하다;신묘하다;영혼;인체의 정기;죽은 사람의 혼백;죽은 사람에 대한 높임말;목수;정성;산 것;인류;좋다;아름답다;효험;존엄;위엄;행복;은총;마음;생각;빼어난 것
14474	롱	靇	平	東	우렛소리;천둥소리
14475	애	靄	去	泰	아지랑이;연무;자욱하게 낀 기운;구름이 모이는 모양;구름이 길게 낀 모양;눈이 오는 모양
14476	알	靄	入	曷	아지랑이;연무;자욱하게 낀 기운;구름이 모이는 모양;구름이 길게 낀 모양;눈이 오는 모양
14477	체	靆	去	隊	구름이 끼다;밝지 않다;구름이 성한 모양;구름이 해를 가리다;노인의 돋보기
14478	확	靃	入	藥	깃 소리;새가 빗속을 나는 소리
14479	수	靃	上	紙	이슬;풀이 보드라운 모양;자잘한 모양
14480	애	靉	去	隊	구름이 끼다;구름이 많이 끼는 모양;돋보기의 딴 이름;구름이 성한 모양
14481	의	靉	上	尾	구름이 끼다;구름이 많이 끼는 모양;돋보기의 딴 이름;구름이 성한 모양
14482	풍	靊	平	東	뇌공(雷公);뇌사(雷師);우레를 맡고 있다는 신
14483	청	靑	平	靑	푸르다;푸른 빛;푸른 흙;녹청(綠靑);물총새;대의 겉껍질;무성한 모양;고요함;청옥(靑玉)
14484	정	靖	上	梗	편안하다;고요하다;다스리다;꾀하다;온화하다;삼가다;조심하다;그치다;그만두다;꾸미다;자세한 모양;족하다;충분하다
14485	정	靚	去	敬	단장하다;화장하다;안존하다;정숙하다;고요하다;아름답다;요염하다;예를 갖추어 부르다;소리 내어 부르다;밝다
14486	정	靜	上	梗	고요하다;침착하다;조용한 환경;낮다;맑다;단청이 정밀하다;바르다;따르다;복종하다;온화하다;꾀하다;쉬다;휴식하다;간(諫)하다;충고하다;도교에서 이르는 수업
14487	비	非	平	微	아니다;등지다;배반하다;거짓;나쁘다;사악;허물;잘못;없다;숨다;책하다;죄주다;벌하다;원망하다;아닌가;아니한가
14488	비	非	上	尾	비방하다
14489	고	靠	去	號	기대다;의지하다;어긋나다;배반하다
14490	미	靡	上	紙	쓰러지다;쏠리다;기울다;복종하다;순응하다;연루되다;괴롭히다;사치하다;화려하다;곱다;없다;다하다;물가;함께하다;늦추다;느슨하다;사랑하다;잘다;작다;덩굴풀;만연하다
14491	마	靡	平	歌	갈다;쓸다;비비다;흩다;흩어지다
14492	면	面	去	霰	낯;얼굴;앞;겉;표면;쪽;방향;탈;가면;눈앞;면전;뵈다;향하다;겉으로 하다;얼굴빛을 부드럽게 하다;얼굴을 돌리다;면;다면체;행정 구획의 하나
14493	보	䩉	上	麌	뺨;뺨의 뼈;광대뼈
14494	부	䩉	去	遇	뺨;뺨의 뼈;광대뼈
14495	전	靦	上	銑	부끄러워하다;뻔뻔한 낯
14496	회	靧	去	隊	세수하다;얼굴을 씻다
14497	엽	靨	入	葉	보조개
14498	염	靨	上	琰	검은 사마귀
14499	혁	革	入	陌	가죽;가죽의 총칭;북;갑주;투구;가죽 장식;늙다;고치다;경계하다;날개;괘 이름;성(姓)
14500	극	革	入	職	엄하다;심하다;지독하다;빠르다;사람 이름
14501	정	靪	共	靑/迥	신을 창받이하다;신을 깁다
14502	간	靬	去	翰	가죽;말린 가죽;동개(활과 화살을 꽂아 등에 지는 물건);전동;화살통
14503	적	靮	入	錫	고삐
14504	차	靫	平	佳	전동;화살통
14505	채	靫	平	佳	전동;화살통
14506	근	靳	去	問	가슴걸이;수레의 채;인색하다;아끼다;부끄러워하다;수줍어하다;원망하다;단단하다;굳다
14507	삽	靸	入	合	신;가볍게 오르는 모양;빨리 달리는 모양
14508	인	靷	去	震	가슴걸이(마소의 가슴에 거는 가죽끈);잡아당기다
14509	파	靶	去	禡	고삐;자루;과녁;덮다;가리다
14510	화	靴	平	歌	신;가죽신;목이 긴 신
14511	갈	鞂	入	黠	볏집 새꽤기
14512	굉	鞃	平	蒸	수레 앞턱 가로 나무를 감은 가죽;거식(車軾)의 중앙을 감은 가죽
14513	단	靼	上	旱	다룸가죽;부드럽다;오랑캐 이름
14514	달	靼	入	曷	다룸가죽;부드럽다;오랑캐 이름
14515	도	鞀	平	豪	노도;소고(작은 북)
14516	말	靺	入	曷	버선;북방 종족 이름;말갈
14517	반	靽	去	翰	밀치끈
14518	앙	鞅	上	養	가슴걸이;뱃대끈;원망하다;소의 고삐;지다;짊어지다
14519	앙	鞅	平	陽	교활하다;불한당;가슴걸이
14520	예	靾	去	霽	조위(弔慰);안장;사나운 말의 안장
14521	설	靾	入	屑	고삐
14522	요	靿	去	效	가죽신;굽다[曲]
14523	조	靻	上	麌	말의 굴레
14524	단	靻	上	旱	다룸가죽
14525	주	䩜	去	宥	투구
14526	첩	䩞	入	葉	안장의 장식
14527	포	鞄	平	肴	혁공(革工);가죽을 다루는 사람
14528	피	鞁	去	寘	가슴걸이;고삐;뱃대끈;안갑;말 수레에 메우다
14529	현	䩙	上	銑	칼집;수레에 멍에를 동인 끈
14530	공	鞏	上	腫	묶다;굳다;단단하다;볶다;굽다;두려워하다;나라 이름
14531	도	鞉	平	豪	노도;소고(작은 북)
14532	안	鞍	平	寒	안장
14533	안	鞌	平	寒	안장;땅 이름
14534	인	鞇	平	眞	자리;깔개;수레에 까는 자리
14535	협	鞈	入	洽	굳다;굳은 모양;화살을 막는 기구
14536	삼	鞈	入	合	아이 신
14537	탑	鞈	入	合	북소리;종소리
14538	혜	鞋	平	佳	신;짚신;목이 짧은 신
14539	흔	鞎	平	元	수레 장식 가죽;수레의 앞을 꾸미는 가죽
14540	경	鞕	去	敬	단단하다;견고하다
14541	만	鞔	平	寒	신울(신 양쪽 가에 댄 발등가지 올라 오는 부분);신;수레를 끄는 밧줄;가죽을 켕기다
14542	만	鞔	上	阮	괴로워하다
14543	정	鞓	平	靑	가죽 띠;인끈
14544	조	鞗	平	蕭	고삐;가죽 고삐
14545	초	鞘	去	嘯	칼집
14546	초	鞘	平	肴	선후걸이(말의 가슴걸이와 후걸이의 총칭);말 채찍의 끝
14547	현	鞙	上	銑	멍에 끈;패옥의 모양;밀치끈
14548	견	鞙	平	先	말 꼬리;재갈
14549	공	鞚	去	送	재갈
14550	국	鞠	入	屋	공;축국;궁(窮)하다;국문하다;굽히다;삼가다;기르다;살다;어리다;고하다;알리다;차다;가득 차다;높은 모양;국화;누룩;성(姓)
14551	궁	鞠	平	東	궁궁이
14552	탑	鞜	入	合	가죽신;북소리
14553	갈	鞨	入	曷	말갈;가죽신
14554	말	鞨	入	黠	두건
14555	건	鞬	共	元/阮	동개;공
14556	국	鞫	入	屋	국문하다;다하다;다되다;물가의 굽어 들어간 곳
14557	무	鞪	平	尤	투구;끌채를 동인 가죽
14558	목	鞪	入	屋	끌채를 동인 가죽
14559	방	鞤	平	陽	신의 가죽;신 가장자리를 손질하다
14560	섭	鞢	入	葉	언지(안장 밑에 까는 깔개);꽃이 연이어 피어 있는 모양
14561	운	䩵	共	文/願	가죽을 다루다;가죽을 다루는 장인(匠人)
14562	유	鞣	共	尤/有	다룸가죽;부드럽다;마름 가죽;부드러운 가죽
14563	제	鞮	平	齊	가죽신;홑신;신코를 장식하지 않은 신;알다;통역하다;힘센 날개
14564	추	鞦	平	尤	그네;밀치끈;껑거리끈
14565	편	鞭	平	先	채찍;회초리;매질하다;형벌 이름;대의 뿌리
14566	반	鞶	平	寒	큰 띠;말의 뱃대끈;작은 가죽 주머니
14567	액	䩹	入	陌	신을 깁다;신의 머리
14568	핵	䩹	入	陌	깁다;보충하다
14569	탑	鞳	入	合	종고(鐘鼓) 소리;병기(兵器)
14570	혜	鞵	平	佳	생가죽 신;가죽 창을 덧댄 삼신
14571	곽	鞹	入	藥	무두질한 가죽;생가죽;털을 제거하지 않고 말린 가죽
14572	당	鞺	平	陽	종소리;북소리
14573	루	鞻	平	尤	주대(周代)의 악관 이름
14574	필	鞸	入	質	슬갑;수레 밧줄
14575	병	鞸	上	迥	칼집
14576	궤	鞼	去	寘	수놓아 이은 가죽;강하다;꺾다;꺾이다
14577	기	鞿	平	微	재갈;고삐;굴레;단속하다
14578	화	鞾	平	歌	신;가죽신
14579	강	韁	平	陽	고삐;굴레
14580	달	韃	入	曷	종족 이름;매질하다
14581	첨	韂	去	豔	말다래
14582	현	韅	去	霰	말 뱃대끈
14583	호	韄	去	遇	칼 끈;칼집에 달린 끈;묶다;가죽으로 동여매다;칼자루에 감은 가죽
14584	획	韄	入	陌	칼 끈;칼집에 달린 끈;묶다;가죽으로 동여매다;칼자루에 감은 가죽
14585	독	韇	入	屋	전동;점대 통
14586	천	韆	平	先	그네
14587	박	䪇	入	藥	수레에 까는 자리;짚신
14588	부	䪇	去	宥	멍에를 싸는 가죽
14589	참	䪌	平	咸	언치(마소의 등을 덮어 주는 담요);짧은 언치
14590	섬	䪌	平	鹽	깃발
14591	천	韉	平	先	언치(말 안장 밑에 까는 깔개)
14592	쇠	䪎	平	灰	선후걸이
14593	쇠	䪎	平	支	늘어지다;수레에 드리워진 끈
14594	란	韊	平	刪	전동;화살통
14595	위	韋	平	微	다룸가죽;무두질한 가죽;부드러운 것;어기다;위배하다;성(姓);둘레;주위
14596	인	韌	去	震	질기다;부드럽다
14597	매	韎	去	隊	가죽;붉은 가죽;융복(戎服, 다룸가죽으로 지은 군복);매악(韎樂);벼슬 이름
14598	말	韎	入	月	버선
14599	불	韍	入	物	폐슬;다룸가죽으로 만든 폐슬;인끈(도장 따위의 손잡이 부분에 맨 끈)
14600	비	䪐	去	寘	도지개;궁경
14601	주	䪒	去	遇	가죽 바지;군복에 달린 폐슬
14602	겹	韐	入	洽	슬갑(膝甲, 바지 위에 껴입는 무릎까지 내려오는 옷)
14603	갑	韐	入	合	띠;가죽 띠
14604	창	韔	去	漾	활집(활을 넣어 두는 자루)
14605	량	韔	去	漾	활집(활을 넣어 두는 자루)
14606	한	韓	平	寒	나라 이름;대한민국의 약칭;우물 귀틀;정(井)자 모양의 우물 귀틀
14607	섭	韘	入	葉	깍지(활을 쏠 때 엄지손가락에 끼워 시위를 당기는 기구)
14608	운	韗	去	問	가죽 장인;갖신;가죽으로 만든 신
14609	위	韙	上	尾	바르다;옳다
14610	구	韝	平	尤	깍지;활팔찌
14611	도	韜	平	豪	감추다;갈무리하다;싸다;활집;칼전대;비결;병법의 비결;느슨하다;너그럽다;바르다;옳다
14612	도	韜	去	號	팔찌
14613	온	韞	平	元	감추다;활집;싸다;덮어서 보이지 않게 하다;주황색;상자
14614	필	韠	入	質	폐슬;슬갑;다룸가죽으로 지은 슬갑
14615	독	韣	入	屋	활집;묶다;다발을 짓다;자루(물건을 넣는 주머니 따위의 총칭)
14616	촉	韣	入	沃	활집;묶다;다발을 짓다;자루(물건을 넣는 주머니 따위의 총칭)
14617	첨	䪜	平	鹽	폐슬;가리개;칸막이
14618	첨	䪜	去	豔	말다래;장니(障泥, 안장 좌우에 늘어뜨려 말을 탄 사람의 옷에 흙이 튀는 것을 막는 기구)
14619	독	韥	入	屋	활집
14620	말	韤	入	月	버선;버선을 신다
14621	구	韭	上	有	부추;산부추
14622	해	韰	去	卦	과감하다;용감하다;좁다;빠르다
14623	섬	韱	平	鹽	산부추;가늘다;섬세하다
14624	제	䪡	平	齊	잘게 썬 풋김치;섞다;혼합하다;부수다;깨뜨리다;어지럽히다;교란하다
14625	해	䪥	去	卦	염교;채지(菜芝);좁다
14626	음	音	平	侵	소리;물체가 진동하여 나는 소리;음악;가락;음색;음률;말;언어;글 읽는 소리;소식;성(姓)
14627	음	音	去	沁	그늘
14628	홍	䪦	平	東	큰 소리;소리를 크게 지르다
14629	소	韶	平	蕭	풍류 이름;잇다;아름답다;예쁘다
14630	봉	韸	平	東	북소리;화하다
14631	형	䪫	平	庚	풍류 이름;형벌
14632	영	韺	平	庚	풍류 이름
14633	운	韻	去	問	운;음운(音韻);울림;여운;소리;음향;시부(詩賦);가곡;풍치;기호;취향
14634	향	響	上	養	울림;음향;울리다;명성;대답;응답;소식;전갈;소리;가락
14635	호	頀	去	遇	구하다;구제하다;지키다;보호하다;풍류 이름
14636	혈	頁	入	屑	머리;목;목덜미
14637	엽	頁	入	葉	책 면(冊面);쪽
14638	경	頃	上	梗	밭 넓이의 단위;잠간;잠시;요사이;근래
14639	경	頃	平	庚	기울다;기울이다;반듯하지 못하다;여자가 국정을 제 마음대로 하다
14640	규	頃	上	紙	반걸음;한 발을 내디딤
14641	구	頄	평	尤	광대뼈;두텁다;낯;얼굴
14642	정	頂	上	迥	정수리;머리;꼭대기;정상;머리에 이다;소중히 받들다;관(冠) 꼭대기에 붙인 금은주옥의 장식;관을 세는 단위;붙이다;치다;공격하다;바구다;대체하다;속이다;거짓말하다
14643	수	須	平	虞	모름지기;반드시;마땅히;수염;턱수염;짐승이나 물고기의 촉수;기다리다;대기하다;바라다;원하다;구하다;천천히 하다;그치다;멈추다;쉬다;휴식하다;쓰다;잠깐;술(장식으로 다는 여러 가닥의 실);해지다;고을 이름
14644	순	順	去	震	순하다;온순하다;좇다;도리를 따르다;복종하다;다가붙다;본받다;모방하다;잇다;이어받다;화하다;안락하다;물러나다;피하다;가르치다;바르다;옳다;귀여워하다;실마리;단서;아름다운 눈;윤기 있는 눈
14645	이	頉	平	支	기르다;턱;탈;병(病);사고
14646	한	頇	平	寒	얼굴이 큰 모양;대머리 진 모양
14647	안	頇	去	翰	관을 뒤로 졎혀 쓰다;대머리 지다
14648	항	項	上	講	목;목덜미;관(冠)의 뒷부분;크다;조목;항목;나라 이름
14649	규	頍	上	紙	머리를 들다;머리 장식
14650	기	頎	平	微	헌걸차다;키가 크고 풍채가 장한 모양;머리 모양이 아름다운 모양
14651	간	頎	上	阮	작다;적다;지극하다;정중하다;마음 아파하는 모양
14652	돈	頓	去	願	조아리다;머리를 숙여 이마가 땅에 닿도록 절을 하다;넘어지다;깨지다;부서지다;꺾이다;고생하다;지치다;피곤하다;그치다;멈추다;갖추다;묵다;끌다;버리다;갑자기;식량 등의 비축 장소;저장;번번이;서법의 한 가지;나라 이름
