id	pronunciation	character	tone	rhymeCategory	meanings
9077	교	絞	去	效	검누른 명주
9078	권	絭	共	願/先	멜빵;묶다;다발로 묶다;돌아보다;쇠뇌
9079	급	給	入	緝	넉넉하다;더하다;보태다;대다;공급하다;갖추어지다;주다;미치다;빠르다;급여;휴가;잘하다;구변이 좋다
9080	동	絧	平	東	베의 이름
9081	동	絧	告	送	곧 달리다;곧바로 달리는 모양;심원하다;서로 통하는 모양
9082	락	絡	入	藥	헌 솜;누이지 아니한 삼;명주;깁;생명주;두레박줄;얼레에 감은 실;고삐;얽다;두르다;묶다;잡아매다;그물;조리;사리;인신의 맥락
9083	미	䋛	上	霽	자수의 무늬
9084	붕	絣	平	庚	명주;무늬 없는 명주;줄무늬 베;솜;잇다;이어지다;섞이다;먹줄을 치다;활시위를 켕기다
9085	팽	絣	上	梗	켕기게 친 줄;명주;줄무늬 베
9086	변	絣	去	霽	고깔
9087	사	絲	平	支	실;명주실;실을 잣다;명주;악기 이름;소수의 이름;가늘고 길다
9088	서	絮	去	御	솜;헌 풀솜;거친 풀솜(버들개지·눈송이 따위);솜옷;핫옷;막히다;침체하다;밀리다;장황하다;두건
9089	처	絮	去	御	간을 맞추다
9090	나	絮	平	麻	실이 헝클어지다
9091	설	絬	入	屑	옷의 솔기가 단단하다;실이 나긋나긋하다;평상복
9092	설	絏	入	屑	매다;묶다;고삐
9093	예	絏	去	霽	소매;옷소매;옷의 길이가 긴 모양
9094	융	絨	平	東	융(표면이 부드럽고 감이 두툼한 모직물);가는 베;고운 베
9095	이	䋙	上	紙	고삐가 치렁거리다;늘어진 고삐가 흔들리는 모양
9096	인	絪	平	眞	기운;천지의 기운이 성한 모양;요;깔개
9097	전	絟	平	先	가는 베
9098	절	絟	入	屑	갈포(칡 섬유로 짠 베)
9099	절	絶	入	屑	끊다;분리하다;막다;차단하다;그만두다;가로막다;없애다;멸망시키다;끊어지다;중단되다;다되다;물이 마르다;망하다;숨이 그치다;없다;떨어지다;죽다;건너다;지나가다;멀다;뛰어나다;절대로;더 이상 없다;매우;극에 이르다;다하다
9100	주	絑	平	虞	붉다;분홍색의 비단
9101	질	絰	入	屑	질(상복을 입을 때 쓰는 수질과 요질)
9102	차	絘	共	寘/支	삼을 삼다;낳이한 섬유;구실베
9103	통	統	去	宋	큰 줄기;혈통;핏줄;실마리;처음;본시;근본;바탕을 두다;법;강기;거느리다;통괄하다;통솔하다;한데 묶다;다스리다;살피다;연기(年紀)의 이름;군대 편제의 단위;민간의 편제 단위
9104	해	絯	平	灰	묶다;걸다;거리낌;장애
9105	해	絯	上	蟹	걸다;실
9106	현	絢	去	霰	무늬;문채;빠르다
9107	순	絢	平	眞	노;노끈
9108	혈	絜	入	屑	헤아리다;재다;두르다;묶다;삼[麻] 한 단
9109	결	絜	入	屑	깨끗하다;결백하다;밝다;희다;고요하다
9110	계	絜	去	霽	들다;휴대하다
9111	갈	絜	入	黠	홀로;혼자
9112	환	絙	平	寒	끈목;인끈
9113	격	綌	入	陌	칡베;거친 갈포;거친 갈포로 만든 옷
9114	견	絹	去	霰	명주;생명주;생견(生絹);과녁을 매어 놓은 줄
9115	견	絹	上	銑	그물;덫으로 쳐 놓은 그물
9116	경	綆	上	梗	두레박줄
9117	병	綆	上	梗	수레바퀴가 치우치다;수레바퀴가 한쪽으로 쏠리다
9118	경	經	平	靑	날;날실;세로;길;조리;도로;떳떳하다;법;이치;의(義);의리;다스리다;경영하다;건지다;구하다;헤아리다;따르다;비롯하다;처음;경계;경계하다;베를 짜다;목매다;걸다;흔들리다;경도;지나다;일찍이;보이다;경서;적다;작은 술병;수의 이름;오음의 하나
9119	곤	綑	上	阮	짜다;두들기다;묶다
9120	구	絿	平	尤	급박하다;구하다;작다;어리다
9121	문	絻	去	問	상복;상엿줄;조상하는 사람이 상여를 끌 때 잡는 줄
9122	면	絻	上	銑	관
9123	발	綍	入	物	상엿줄
9124	발	綍	去	未	바;밧줄
9125	방	綁	上	養	동여매다;묶다
9126	소	綀	平	魚	베[布];자은 거친 실;갈포
9127	수	綏	平	支	편안하다;;수레 손잡이 줄;안심하다;물러서다;말리다;멈추게 하다;느리다;천천하다;새앙의 한 가지;털이 긴 모양
9128	유	綏	平	支	기 드림;기 장식;편안하다
9129	타	綏	上	哿	드리우다;내리다
9130	수	綉	去	宥	수놓다
9131	투	綉	去	宥	솜 한 조각
9132	연	綖	平	先	면류관 싸개
9133	선	綖	去	霰	실;선(線)
9134	정	綎	平	靑	띳술(패옥 따위를 띠에 차는 끈)
9135	제	綈	平	齊	깁;두껍게 짠 비단
9136	조	絛	平	豪	끈;실을 땋은 납작한 끈
9137	진	絼	上	軫	고삐;소의 고삐
9138	초	綃	平	蕭	생사;생명주실;생명주;생초;무늬 비단;얇은 비단
9139	소	綃	平	肴	끌어 올리다;머리카락을 끌어 올리다
9140	치	絺	平	支	칡베;고운 갈포;갈포 홑옷;춘추 시대의 땅 이름;성(姓)
9141	치	絺	上	紙	수놓다
9142	침	綅	平	侵	실
9143	섬	綅	平	鹽	흑백 교직 비단;실;선(線)
9144	태	綐	去	泰	명주;가는 명주
9145	협	綊	入	葉	면류관의 싸개;승여의 말 장식;임금이 타는 수레의 말을 꾸미다
9146	호	綔	去	遇	인끈;인수(印綬)
9147	환	綄	平	寒	바람개비;풍향계
9148	완	綄	去	諫	비끄러매다
9149	강	綱	平	陽	벼리;그물을 버티는 줄;과녁을 펴서 치는 줄;사물의 가장 주가 되는 것;근본;줄을 치다;그물을 치다;통괄하다;비끄러매다;늘어선 줄;상품을 총괄하여 이르는 말;그물
9150	계	綮	去	霽	발 고운 비단;기치(旗幟);창집;창을 넣어 두는 자루;창날 가지;힘줄이 얽힌 곳
9151	경	綮	上	迥	힘줄이 얽힌 곳;가장 중요한 곳
9152	곤	緄	上	阮	띠;짜서 만든 허리띠;새끼;줄;다발;단;곤룡포
9153	곤	緄	平	元	꿰매다;오랑캐 이름
9154	혼	緄	上	阮	오랑캐 이름
9155	관	綰	上	潸	얽다;비끄러매다;과녁이 켕기게 치는 줄;꿰뚫다;관통하다;곱지 않은 적색;불그죽죽한 빛;올가미;매다;묶다;다스리다;지배하다;쭈그러뜨리다
9156	권	綣	上	阮	정답다;곡진하다;털기죽 목도리
9157	균	綣	上	軫	다발로 묶다;모아서 다발을 짓다
9158	기	綺	上	紙	비단;무늬가 놓인 비단;무늬;광택;아름답다
9159	기	綦	共	支/寘	연둣빛 비단;빛깔 이름;연둣빛;쑥빛;검푸른 빛;검붉은 빛;들메끈;끝가다;궁극에 이르다;바탕;물 이름
9160	기	綥	平	支	연둣빛;누른빛을 띤 연한 초록색;들메끈
9161	긴	緊	上	軫	굳게 얽다;굳게 감다;감다;감기다;오그라지다;속이 들다;속이 차다;엄하다;급하다;팽팽하다;단단하다;굳다;긴축하다
9162	담	緂	平	覃	옷의 채색이 선명하다;깎다;비끄러매다
9163	담	緂	上	感	연둣빛
9164	도	綯	平	豪	꼬다;새끼·노 따위를 꼬다;새끼;노끈
9165	도	綢	平	豪	싸다;숨기다
9166	주	綢	平	尤	얽다;얽히다;묶다;빽빽하다;배다;견직물
9167	조	綢	去	嘯	용 머리의 움직이는 모양
9168	량	緉	上	養/漾	신 한 켤레;꼬다;드리다
9169	려	綟	去	霽	연둣빛;연둣빛 비단;실;선(線)
9170	렬	綟	入	屑	연둣빛;조개풀로 물들인 인끈
9171	록	綠	入	沃	초록빛;초록빛 비단;조개풀;왕추(王芻)
9172	류	綹	上	有	끈목;실로 짜서 만든 끈;실 수의 이름;명주실 스무 올;타래실
9173	륜	綸	平	眞	낚싯줄;현악기의 줄;실;굵은 실;푸른 실로 드린 허리끈;새끼;끈;다스리다;경리하다;통괄하다;싸다;하나로 묶다;길;도(道);솜;땅 이름;성(姓)
9174	관	綸	平	刪	푸른 실로 드린 허리끈;두근 이름
9175	릉	綾	平	蒸	비단;무늬가 있는 비단;평평하지 아니한 모양
9176	망	網	上	養	그물;날과 씨가 빗겨 엇걸리는 무늬;규칙;법;그물질하다;그물로 잡다;법망을 씌우다;휩싸다
9177	면	綿	平	先	이어지다;가늘고 길게 이어지다;연속하다;잇다;두르다;걸치다;공략하다;퍼지다;만연하다;멀다;아득하다;약하다;박약하다;솜;목화에서 딴 솜;홑옷
9178	비	緋	平	微	붉은빛;붉은빛의 누인 명주
9179	석	緆	入	錫	고운 베;누인 마포;치맛단 장식
9180	선	綫	去	霰	실;줄
9181	수	綬	上	有/宥	인끈;폐슬의 끈;실을 땋은 끈
9182	아	䋪	平	歌	가는 비단;마전하다;마전해서 부드럽게 만든 비단
9183	역	緎	入	職	솔기;옷 솔기
9184	유	維	平	支	바;밧줄;거개를 버티는 줄;과녁을 버티는 줄;금줄;출입을 막는 표시의 줄;벼리;매다;줄을 치다;묶다;걸다;맺다;배를 매다;얽히다;유지하다;구석;생각하다;헤아리다;발어사;이;다만;조사;~와(과);~로써
9185	유	緌	平	支	갓끈;드리워진 갓끈;기;깃대의 꼭대기에 쇠털을 단 기;앞치마 끈;잇다;매미의 주둥이
9186	작	綽	入	藥	너그럽다;여유가 있다;몸이 가냘프고 맵시가 있다;많다;베풀다
9187	쟁	䋫	平	庚	급박한 현의 소리;밧줄을 드릴 새끼;꼬다;밧줄을 드리다
9188	채	綵	上	賄	비단;무늬;채색
9189	처	緀	平	齊	무늬;무늬를 놓다
9190	천	綪	去	霰	붉은 비단;꼭두서니로 물들인 비단
9191	청	綪	平	靑	연한 옥색
9192	쟁	綪	平	庚	새기;밧줄을 드릴 새끼;맺다;잡아매다;굽히다;감다;두르다
9193	철	綴	去	霽	꿰매다;이어 맞추다;짓다;글을 짓다;연잇다;비끄러매다;매어 두다;맺다;계속하다;실을 잣다;가;가장자리;장식;꾸미개;깃발;표지
9194	철	綴	入	屑	막다;그치다;굽히다
9195	첩	緁	入	葉	꿰매다;가를 꿰매다;이어지다
9196	쵀	綷	去	隊	오색 비단;오색;섞다
9197	최	綷	去	寘	옷이 스치는 소리
9198	졸	綷	入	質	두루 미치다
9199	추	緅	共	尤/遇	검붉다;검붉은 비단;아청(鴉靑)
9200	치	緇	共	支/寘	검은 비단;검은 빛;검은 옷;승복;승려;검게 물들다
9201	침	綝	平	侵	말리다;금지하다;잡아매다
9202	림	綝	平	侵	성한 모양
9203	삼	綝	平	侵	늘어지다;옷의 깃털이 늘어진 모양
9204	탄	綻	去	諫	옷이 터지다;꿰맨 곳이 터지다;봉오리가 벌다;터지다;깁다;꿰매다
9205	곤	緷	上	阮	깃 다발;백 개의 깃;열 개의 깃을 묶은 다발
9206	혼	緷	上	阮	깃 다발
9207	운	緷	去	問	씨실
9208	과	䌀	平	歌	무늬;문양;실을 다스리다;실을 정리하다
9209	구	緱	平	尤	칼자루를 감다;노로 감은 칼자루
9210	긍	緪	共	蒸/徑	동아줄;팽팽하게 매다;현을 켕기게 치다;엄하다;급하다;빠르다;걸치다;미치다;마치다;끝내다
9211	단	緞	去	翰	비단
9212	하	緞	平	麻	신 뒤축의 헝겊;신 뒤축에 붙인 헝겊이나 가죽 조각
9213	련	練	去	霰	익히다;누이다;단련하다;경험하다;시험하다;익다;익숙하다;누인 명주;가리다;고르다;일다;일어서 가려내다;흐물흐물하도록 익히다;희다;상복의 이름
9214	면	緬	上	銑	가는 실;멀다;아득하다;생각하는 모양;다하는 모양;떨어지는 모양;가볍다;나라 이름;무덤을 옮기다
9215	묘	緢	上	巧	깃술;기를 꾸미는 술
9216	묘	緢	去	宥	실반대
9217	묘	緲	上	篠	아득하다
9218	민	緡	平	眞	낚싯줄;돈꿰미;입다;입히다;베풀다;성하다;맞다;합당하다;땅 이름;성(姓)
9219	민	緡	上	軫	성하다;어둡다;아파하다
9220	면	緡	平	先	새 우는 소리
9221	보	緥	上	皓	포대기
9222	봉	䋽	上	董	삼신(삼으로 삼은 신);꺽두기(기름에 결은 가죽신);어린이 가죽신
9223	방	䋽	上	講	삼신(삼으로 삼은 신);꺽두기(기름에 결은 가죽신);어린이 가죽신
9224	상	緗	平	陽	담황색;담황색 비단
9225	서	緖	上	語	실마리;비롯함;시초;계통;줄기;차례;순서;차례를 세워 선 줄;행렬;마음;사업;나머지;찾다;끈
9226	사	緖	平	麻	나머지
9227	선	線	去	霰	줄;실
9228	설	緤	入	屑	고삐;개나 마소를 붙들어 매는 줄;끈
9229	시	緦	平	支	시마복
9230	연	緣	去	霰	가선;가장자리;묶음;가장자리를 꾸미다;꾸미다
9231	연	緣	平	先	연줄;연유하다;말미암다;따르다;더위잡아 오르다;두르다;인연;연분;겉;버리다;옷의 장식;마음이 외계를 향하여 움직여 인지하다
9232	단	緣	去	翰	부인의 옷 이름
9233	완	緩	上	旱/阮	느리다;느슨하다;늦추다;느슨하게 하다;늘어지다;수축되지 아니하다;부르럽다;누그러지다;엄하지 아니하다;늦다;늦어지다;처지다;드리워지다
9234	왜	緺	平	佳	자청색 인끈
9235	위	緯	去	未	씨;가로;씨실;좌우 방향;동서 방향;줄기;길;종횡;짜다;실;별;비서의 이름
9236	위	緯	上	尾	묶다;단으로 묶다
9237	위	緭	去	未	비단;끈목
9238	인	緸	平	眞	움직이다;운동하는 모양
9239	제	緹	共	齊/薺	붉은 비단;붉다;붉은 빛
9240	종	緵	共	東/送	새(날실을 세는 단위);그물;어망
9241	집	緝	入	緝	낳다;실을 낳다;길쌈하다;잇다;모으다;맞다;부드럽다;온화하다;빛나다;밝다;두려워하며 삼가다;잡다;체포하다
9242	체	締	去	霽	맺다;끈으로 묶다;맺다;연결하다;울적해지다;닫다;닫치다
9243	치	緻	去	寘	배다;꿰매다;깁다;헌 옷을 깁다
9244	편	編	平	先	엮다;대쪽을 엮다;문서를 모아 엮다;기록하다;이어놓다;늘어놓다;얽다;짜다;책;책을 맨 끈;끈;다리;호적에 올리다;호적
9245	변	編	上	銑	땋다;꼬다;새끼 꼬다;엷은 비단;가늘다
9246	편	緶	平	先	꿰매다;삼을 꼬다;옷의 가선을 두르다
9247	변	緶	上	銑	옷을 걷다;옷자락을 추어올리다
9248	함	緘	平	咸	봉하다;새끼;줄;함을 묶는 끈;봉한 자리;봉함;서류함;봉투;편지
9249	함	緘	去	陷	관을 묶는 줄
9250	혈	緳	入	屑	띠;허리띠
9251	겸	縑	平	鹽	합사 비단;생명주;비단
9252	곡	縠	入	屋	주름 비단;추사;명주;생견
9253	골	縎	入	月	맺히다
9254	홀	縎	入	月	비단
9255	도	縚	平	豪	끈;실을 땋아 만든 끈;숨기다;넓다;칼 전대
9256	등	縢	平	蒸	봉하다;묶다;노;노끈;끈;띠;행전;가;가장자리;주머니
9257	박	縛	入	藥	묶다;동여매다;비끄러매다;감다;매다;매어 자유를 속박하다;포승;복토(伏兎)
9258	부	縛	去	遇	줄[繩]
9259	반	縏	平	寒	주머니;작은 주머니
9260	방	縍	平	陽	신 가를 꿰매다
9261	방	縍	去	漾	헌솜
9262	액	縊	去	霽	목매다;목을 졸라 죽이다
9263	역	縌	入	陌	인끈
9264	영	縈	平	庚	얽히다;감기다;굽다;두르다;둘러싸다
9265	온	縕	平	文	헌 솜;삼 북데기;풍부하다;쌓다
9266	온	縕	上	吻	어지럽다;깊숙한 곳;창고;붉다;솜
9267	온	縕	平	元	주홍빛;어지럽다
9268	욕	縟	入	沃	화문 놓다;화려한 채식;무늬;채색;번다(煩多)하다;요;자리
9269	운	縜	共	文/軫	가는 끈;과녁을 벼리에 연결하는 가는 끈
9270	재	縡	上	賄/隊	일[事]
9271	전	縓	共	先/霰	분홍빛;분홍빛 비단
9272	진	縝	平	眞	삼실[麻絲];많고 성한 모양
9273	진	縝	上	軫	촘촘하다;곱다;맺다;홑옷;머리숱이 많고 검다;검다;삼실
9274	진	縉	去	震	꽂다;붉은 비단;분홍빛
9275	최	縗	平	灰	상복 이름;깃옷
9276	사	縗	平	歌	깃옷(해오라기의 깃털을 엮어 만든 옷)
9277	최	縗	平	支	해오라기의 관모(冠毛)
9278	추	縋	去	寘	매달다;줄로 매달다;줄;걸어 놓은 줄
9279	추	縐	去	宥	주름지다;주름진 피륙;가늘다;무늬;주름진 무늬
9280	축	縐	入	屋	주름지다;주름진 피륙;가늘다;무늬;주름진 무늬
9281	초	縐	去	效	거친 명주;질이 낮은 명주
9282	치	縒	平	支	가지런하지 않다;실이 얼크러진 모양
9283	치	縒	上	哿	빛이 곱다;빛이 고운 모양;선명한 모양
9284	착	縒	入	藥	어지럽다;엉클어지다
9285	탑	䌈	入	合	올무를 던져서 잡다
9286	현	縣	平	先	매달다;목매다;매다;잡아매다;높이 걸다;공포하다;걸리다;사이가 멀리 뜨다;달다;무게를 달다;추;저울추;종을 거는 틀;거는 악기(편종·편경 따위);성(姓)
9287	현	縣	去	霰	고을;지방 행정 구역 이름
9288	호	縞	上	皓/號	명주;주름진 비단;발이 고운 명주;엷은 명주;흰 명주;흰 비단;누인 명주;생명주;희다;흰빛;물 이름
9289	강	繈	上	養	포대기;띠;마디가 많고 거친 실;줄;끈;돈꿰미
9290	견	縴	平	先	헌솜
9291	념	縴	去	豔	밧줄
9292	견	䌑	平	先	엄격하다;단단하다;굳다
9293	련	縺	平	先	실이 얽히다;실이 얽혀 풀리지 아니하다
9294	루	縷	上	麌	실;실의 가닥;실처럼 가늘고 긴 것;명주;자세히 하다;곡절을 밝히다;자세히;상세히
9295	루	縷	平	尤	누더기
9296	루	縲	平	支	포승;죄인을 묶는 검은 줄
9297	라	縲	平	歌	밧줄;큰 줄
9298	률	繂	入	質	동아줄;삼;밧줄;배를 매는 밧줄;관을 묶는 줄;다룬 가죽으로 만든 옥 받침
9299	리	縭	平	支	신 꾸미개;폐슬(蔽膝);띠;허리띠;향주머니 끈;매다
9300	리	縭	平	支	빗질하다;머리 빗다
9301	만	縵	去	翰	무늬 없는 비단;무늬가 없다;꾸밈이 없다;다스리지 아니하다;합주하다;합주 악기;늘어지다;완만하다
9302	만	縵	平	寒	무늬가 없다
9303	모	縸	去	遇	헌솜
9304	막	縸	入	藥	그물을 치다
9305	무	繆	平	尤	삼[麻] 열 단;묶다;얽다
9306	규	繆	平	尤	졸라매다;두르다;감기다;맺다;엇걸리다;꼬다;새끼 따위를 꼬다
9307	류	繆	去	宥	잘못하다;어긋나다;어그러지다;위배되다;속이다;다르다;변하다
9308	료	繆	上	篠	두르다;감기다
9309	목	繆	入	屋	사당 차례;깊이 생각하는 모양;성(姓)
9310	료	繆	平	蕭	실의 모양
9311	료	繆	去	嘯	꿈틀거리다;용의 머리가 움직이는 모양
9312	미	縻	共	支/寘	고삐;얽어매다;줄;잡아매는 줄;흩다;갈다
9313	번	繁	平	元	많다;성하다;번거롭다;뒤섞이다;자주;무성하다;번성하다;바쁘다;대개;대체로;풀 이름
9314	반	繁	平	寒	뱃대끈;말갈기 장식
9315	파	繁	平	歌	성(姓)
9316	봉	縫	平	冬	꿰매다;깁다;붙이다
9317	봉	縫	去	宋	솔기;꿰맨 줄
9318	붕	繃	平	庚	묶다;감다;포대기
9319	삼	縿	平	咸	기의 정폭(正幅)
9320	섬	縿	平	鹽	깃발
9321	소	縿	平	蕭	생명주;생명주실
9322	소	縿	平	豪	고치를 켜다
9323	참	縿	上	感	반물 명주;엷은 반물빛 명주
9324	선	縼	去	霰	잡아매다;긴 밧줄로 마소를 매다
9325	소	繅	平	豪	고치를 켜다;고치에서 실을 뽑다
9326	조	繅	上	皓	문채;관의 드리워진 끈;옥 받침;홀을 달아매는 끈;홀을 떨어뜨리지 않게 매는 끈
9327	쇄	縰	上	紙	머리 싸개;머리를 싸는 천;많은 모양
9328	쇄	繀	去	隊	토리(물레로 실을 자아 둥글게 감은 뭉치);짜다
9329	연	縯	去	霰	길다
9330	인	縯	上	軫	당기다;잡아당기다
9331	예	繄	平	齊	창 전대;검붉은 비단;검푸른 비단;어조서;아아;이[是];다만
9332	예	繄	去	霽	탄식하는 소리;어린아이의 턱받이
9333	요	繇	平	蕭	역사(役事);부역;따르다;노래;무성하다;흔들리다;근심하다;성(姓)
9334	유	繇	平	尤	말미암다;~부터;~로;~에 의하여;지나가다;길;도(道);꾀;계책;쓰다;기뻐하다;벼슬하지 아니하다
9335	주	繇	去	宥	점괘
9336	적	績	入	錫	실을 낳다;길쌈을 하다;잇다;되다;일[事];업(業);공;공적;쌓다
9337	전	縳	上	銑	희다;흰 명주
9338	전	縳	去	霰	장목(꿩의 꽁지깃을 묶어 깃대 따위의 끝에 꽂는 꾸밈새)
9339	전	縳	平	先	감다;말다
9340	천	縳	去	霰	고운 명주;발이 고운 명주
9341	견	縳	去	霰	명주
9342	종	縱	去	宋	늘어지다;느슨해지다;용서하다;놓다;활을 쏘다;풀다;불을 놓다;쫓다;주다;버리다;방종;자유자재;멋대로;멋대로 하다;내버려 두다;어지럽다;어지럽히다;정기를 받아서 낳다;가령;설령;성(姓)
9343	총	縱	上	董	바쁘다;바쁜 모양;많은 모양
9344	종	縱	平	冬	세로;남북;밟다
9345	총	縱	平	東	상투가 크다;상투가 크고 높은 모양
9346	종	縱	上	腫	종용하다;부추기다
9347	채	縩	去	隊	고운 옷;옷이 스치는 소리;깁다;꿰매다
9348	총	總	去	送	거느리다;모아서 묶다;통괄하다;합치다;다스리다;단속하다;이끌다;모이다;모두;총괄;맺다;잡아매다;머리카락을 묶다;술(장식용 여러 가닥의 실);단;짚단;상투끈;가지다;여러;여러 사람;갑자기;서둘러;성(姓)
9349	총	總	上	董	꿰매다;솔기;실의 수효;푸른 포백;엷은 명주
9350	종	總	平	東	그물
9351	축	縬	入	屋	오그라지다;수축되다;바닥이 오글오글하게 짜여진 직물;비단 무늬
9352	축	縮	入	屋	다스리다;곧게 하다;바루다;바르다;옳다;세로;다리가 움츠러들다;오그라들다;물러서다;멈추다;쭈그러지다;주름 잡히다;짧다;모자라다;줄다;기가 꺾이다;오그라뜨리다;간직하다;좁히다;빼다;뽑다;취하다;단으로 묶다;실;조리;모사에 조금 따르다
9353	표	縹	去	嘯/篠	옥색;옥색 비단;아득하다;높고 멀어 희미한 모양;나부끼다;훌쩍 날다
9354	필	縪	入	質	그치다;묶다;깁다;꿰매다;관의 솔기;무릎 덮개
9355	별	縪	入	屑	홀(笏)을 매다
9356	혼	繉	平	元	꿰매다
9357	간	繝	去	諫	비단의 무늬
9358	교	繑	平	蕭	바지;끈
9359	각	繑	入	藥	신
9360	단	繟	平	寒	느슨하다;완만하다;띠가 헐렁하다
9361	선	繟	平	先	계속되다;계속하여 끊어지지 않는 모양
9362	료	繚	平	蕭	감기다;얽히다;두르다;비틀다;굽히다;묶다;속박하다
9363	료	繚	上	篠	다스리다;감기다
9364	요	繚	上	篠	사람 이름
9365	번	繙	平	元	되풀다;되풀이하다;번역하다;어지럽다;어지럽히다;바람에 펄럭이는 모양;찾다;근본을 찾아 구명(究明)하다
9366	산	繖	上	旱/翰	일산;우산
9367	선	繕	去	霰	깁다;손보아 고치다;다스리다;잘하다;갖추어지다;모으다;문서를 편록하다;세다;세게 하다;쓰다;베끼다
9368	세	繐	去	霰	가늘고 설핀 베;누이지 아니한 실
9369	혜	繐	去	霰	가늘고 설핀 베;누이지 아니한 실
9370	연	繎	共	先/霰	얽히다;실이 엉클어지다;진분홍
9371	예	繠	共	紙/支	드리워지다;패물이 드리워진 모양;우거지다;미치다
9372	요	繞	上	篠	두르다;둘러싸다;감다;얽히다;치맛자락;성(姓)
9373	요	繞	去	嘯	휘어지다
9374	율	繘	入	質	두레박줄
9375	결	繘	入	屑	실오리;실낱
9376	존	繜	平	元	두렁이(예맥 여자들의 아래 옷)
9377	준	繜	上	阮	누르다
9378	증	繒	共	蒸/徑	비단;명주(견직물의 총칭);주살;평평하지 아니한 모양
9379	직	織	入	職	짜다;베를 짜다;조직하다;베 짜기;베를 짜는 일;베틀에 걸어 놓은 실;직물;고운 모시;모직물
9380	치	織	去	寘	무늬 비단;기치(旗幟);기(旗)의 표지
9381	촬	繓	入	曷	맺다;묶다;졸라매다;끝내지 못한 바느질
9382	홰	繣	去	卦	세 가닥으로 드린 밧줄;끈;거리끼다;어그러지다;깨지는 소리
9383	획	繣	入	陌	세 가닥으로 드린 밧줄;끈;거리끼다;어그러지다;깨지는 소리
9384	회	繢	去	隊	토끝(베를 짠 끄트머리);끈;붉은 끈;채색하다;그리다;그림;수놓은 비단;채색 무늬
9385	회	繢	平	灰	채색이 곱다;채색이 선명하다
9386	궤	繢	去	寘	토끝(베를 짠 끄트머리)
9387	강	繮	平	陽	고삐;말고삐
9388	견	繭	上	銑	고치;누에고치;솜 북데기;실 북데기;이어지다;솜옷;핫옷;발에 생긴 못;티눈;기세가 약한 모양
9389	계	繫	共	霽/齊	매다;동여매다;머무르게 하다;구속하다;체포하다;지탱하다;유지하다;연잇다;매달다;매달리다;죄수;줄;끈;매듭;고삐;괘사;계통
9390	금	䌝	平	侵	실
9391	금	䌝	去	沁	푸른빛;반물색;감색(紺色)
9392	농	繷	上	腫	성하고 많다;착하지 아니하다;좋지 아니하다
9393	벽	繴	入	錫	덮치기 그물;수레의 끌채에 장치한 그물
9394	벽	䌟	入	陌	띠[帶];헌솜;궂은 솜
9395	색	繬	入	職	합치다;바느질하다;누비다
9396	소	繰	平	豪	고치를 켜다;실을 잣다
9397	조	繰	上	皓	야청 통견;야청빛;반물;합사로 짠 비단;무늬;문채
9398	수	繸	去	寘	인끈;패물 차는 끈
9399	수	繡	去	宥	수;수놓다;성(姓)
9400	초	繡	平	蕭	생초(生綃);생명주
9401	승	繩	平	蒸	줄;새끼;먹줄;법도;헤아리다;본받다;바루다;바로잡다;바르다;정직하다;경계하다;묶다;결박하다;뒤를 잇다;기리다;성(姓)
9402	잉	繩	去	徑	알이 들다;알이 배다
9403	민	繩	上	軫	끝없다;그침 없이 운동하다
9404	승	繩	去	徑	노끈;세 가닥으로 꼰 오랏줄
9405	억	繶	入	職	끈;실로 친 끈목;묶다;신 가장자리를 박아서 꾸미는 끈;술잔 가장자리에 새긴 무늬
9406	역	繹	入	陌	풀어내다;실마리를 뽑아내다;다스리다;찾다;궁구하다;늘어놓다;벌여 놓다;잇달다;끊이지 아니하다;통하다;뜻이 통하다;실마리;제사 이름;싫증나다;물리다;기뻐하다
9407	석	繹	入	陌	풀다
9408	전	繵	平	先	홑옷;옷 입다;옷을 몸에 걸치다
9409	단	繵	平	寒	새끼;밧줄;보랏빛
9410	단	繵	上	旱	큰 띠;허리를 동이는 큰 띠;허리띠;묶다
9411	해	繲	去	卦	헌 옷;옷을 빨다
9412	현	繯	上	銑	얽다;얽히다;두르다;매다;잡아매다;고리;올가미
9413	환	繯	去	諫	잠가(蠶架)의 기둥;엷은 비단의 문채
9414	회	繪	去	隊	그림;그리다;그림 그리다;그림이 있는 비단
9415	쾌	繪	去	泰	색실로 머리를 묶다
9416	계	繼	去	霽	잇다;이어 나가다;불려 나가다;이어 붙이다;덧붙이다;이어지다;짙다;기대를 걸다;뒤이음;후사;후속;후속 부대;이어
9417	도	䌦	上	皓	초록빛;연둣빛
9418	적	䌦	入	錫	초록빛;연둣빛
9419	고	䌦	去	號	초록빛;연둣빛
9420	변	辮	上	銑	땋다;땋은 머리
9421	빈	繽	平	眞	어지럽다;성한 모양
9422	수	繻	平	虞	고운 명주;올이 곱고 톡톡한 명주;코가 촘촘한 그물;명주 조각;명주 헝겊;헝겊 신표
9423	유	繻	平	虞	고운 명주;올이 곱고 톡톡한 명주;코가 촘촘한 그물;명주 조각;명주 헝겊;헝겊 신표
9424	은	䌥	上	吻	꿰매다;바느질하다;꿰맞추다
9425	찬	纂	上	旱	모으다;붉은 끈;무늬;채색;잇다;계승하다
9426	훈	纁	平	文	분홍빛;분홍빛 비단
9427	광	纊	去	漾	솜;새 솜;솜옷;핫옷;누에고치;여든 새
